hotel_name,scraped_info
Mayflower Hotel Apartments,"[4.0, 'https://www.hotels.com/ho174409/mayflower-hotel-and-apartments-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189419156&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=118126&sort=RECOMMENDED&top_dp=80&top_cur=EUR&userIntent=&selectedRoomType=46830&selectedRatePlan=205603966&expediaPropertyId=118126']"
Park Avenue Baker Street,"[3.5, 'https://www.hotels.com/ho182040/park-avenue-baker-street-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189486830&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=521008&sort=RECOMMENDED&top_dp=110&top_cur=EUR&userIntent=&selectedRoomType=201262413&selectedRatePlan=206126472&expediaPropertyId=521008']"
Pullman Paris Tour Eiffel,"[4.0, 'https://www.hotels.com/ho163375/pullman-paris-tour-eiffel-paris-france/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189559790&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187893&selected=10872&sort=RECOMMENDED&userIntent=&expediaPropertyId=10872']"
Hotel SB Diagonal Zero Barcelona 4 Sup,"[nan, nan]"
The Mandeville Hotel,"[4.0, 'https://www.hotels.com/ho114196/the-mandeville-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189622350&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=6983&sort=RECOMMENDED&top_dp=245&top_cur=EUR&userIntent=&selectedRoomType=202346692&selectedRatePlan=212085768&expediaPropertyId=6983']"
Best Western Blue Tower Hotel,"[nan, nan]"
Hotel SB Icaria Barcelona,"[4.0, 'https://www.hotels.com/ho225878/hotel-sb-icaria-barcelona-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189688428&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=179729&selected=1065583&sort=RECOMMENDED&top_dp=71&top_cur=EUR&userIntent=&selectedRoomType=213003574&selectedRatePlan=240052803&expediaPropertyId=1065583']"
citizenM London Shoreditch,"[4.0, 'https://www.hotels.com/ho510497376/citizenm-london-shoreditch-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189760017&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=15921793&sort=RECOMMENDED&top_dp=181&top_cur=EUR&userIntent=&selectedRoomType=201654870&selectedRatePlan=208260852&expediaPropertyId=15921793']"
Barcel Sants,"[3.5, 'https://www.hotels.com/ho2497249504/sonder-paseo-de-gracia-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189828423&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=6022048&destination=Barcelona-Sants+Station%2C+Barcelona%2C+Catalonia%2C+Spain&destType=MARKET&neighborhoodId=6046260&trackingData=AAAAAQAAAAEAAAAQNZKWIjtPlgOjGajDRwwkbPzjK4LO-qSZvxsdooWfyeT9RMsk-_2EFXHUAkJA_5K-5ceghpkKnwO-2t2UYK5yEG-MFkLXZN2DqyKl3O2H71PeXYkctzGBvJh58AJUvcWcp1Z1l8xXXdQiDezuffSLDfkVK6B08YgagsQOZ9JntS0tRCLdvDoplWMzxiilWE0z1O37aQH9awJllG9_YTuG6P0OF_hPGS-_IGv3Wfl8sfE_K0M-4E3oORu27rabbbKjGIlxsqfDQEfgYBCKEWaFqgeFpkkyw7l-ZIFb7SVKvETogmI4t2MAToUvwwiCg53qpjLT_vZelrWVyj-ZWxLNDa76lrpysr4SSwbU0kTyNGPTZRsjMWfWK4ARJm2F8UCVbZoEiXxpVQVuPhSojF1MdhUdfTvG6PQzWctUgHx9xiDDBR9ysQjlod4WhwHnhobIfrk1ZdIg3kEWAzJF0_Hr4ewTp3eYhRwb-4fwfQvo5-riFhSMHnkkC-F7vnafh8EHu6SbfktaIXGwSViwkS7TtDqpgFIP_MEeHmci8fz_VXK6i3nFtoxQHSePTLWA4Lg5ldmlS719-Qnno_YFYCESczwtLvCaRoo8DJmp9PwzNNy8pXxQvevKi0fflm-JmGeje8MZgBTnOKr5_ZoctpI48gdrmFcizPNnlaLSldVIjLH-cSVG1O2BkHCrgiBkFvaUzzeSExsr7-H902OKj9IF2A921K4iJ114vIowHp_q5-PTSOUi-4zQ87C4BO0fCqfLEcMydowCqg82ghn7T8BCaI86Ttge1ec3fwlT9Z5Ym0z3tSXN0ZG-KE2xC3pRy7RM7m66E0XbheuQWUOL9TkK41kjLVUwC41594l3PRoLSTrqeTBUMksTCfHjWSZKNKMyD3g3h42JdfyKjr92vvME7ZdaNbN66asmcF5_G-WzZrHOq6PpXtAR0WP9dRlNcSGTBxKKsARF0anqOQYH550jCH74rFcWdCbswTF1h2K0IhvnYTnRKvyuMlqhwBWVx3KXdos6azOn7YOGN-r3cOaI3lvcnQpdp6f9fi69lJoI27RRBTcqJ9aNJBoDGUFZMQZqJE-Krw5odAUIF0Ee8gcfTHKZ_4-sq-PWiBxzPqYYr961FrD8FwqQx_sjBKdydShhcXGH-BFYeeEg0zTnlosK29maxZoaWCWA-jC_mZf-_d5_UHRqCb-jG-XJCLy7zXZxXhhCv2pZxNme_E3yU53QJ4CvEcuVlFb74RyuX0-PLBf5RV2Aof_GBB69Po17F9GW57tNPUKiFvBhvA06tvs61CPMnhyrYVSV5xBXxm9onghwhjmN8wkTfYvysdMMr8kWxR-N1vx3INUbJRrT66T-uBCW4yuARPbT3rvr-aQ3FOhlK9vtP-IR5aXiaYo7zYa0Gex-iIk545GMlONNGG4lnRNzLIxyuxtw6nQRmDurMM4W5tj5NmQ2oqEWktdP5zuXjfFAX1ekJaxlZ-Dklk9Mv-vSC290S0G5rgymyULHsl1bQk-93hoJYKrJdyWr2N1usC7fZevj1qr74yYLGERbI3MtPrP95AXumC3ccrhTJSS2F1r0kVW3Vg541f-v8nMy75wJ4fYZrCfL5s9688gn02pv1wp0_xbRSV3oIBu-GKkcef1ckCc6dedl5B10j1ECekUEmcBTovhUWCgWHKdehHwYMUrOV4fvZwwC1KkuhmLuB6M-43diSeLZFm-KnPKFLVy0lhC6WAmwNpFrPps4wXS6Q9bCcUpixy1iXcrLRsIJiWjUf9WXHzcO8qMQQ__6k4I4xO7mvqFQqaYkZaL9JHssVquumgdycBSDz9F-JUBkPY5jwQDy2vy249daJpjTDpeDRoPq2VbYqRoraQhZwh-9TwMxfXJ7YOYBcwfoy1vNqJvjp1FucIQtyOfqTcCewGYIURIBdOrqY94pIhO4oqGqmEtEA5y7pemcpeOwD91mgi7P5OZgoYh6L-hKLuC-9-imVNwIXWFCqesr2vEngPQFAio8CHOofgsmOPImoGChTW5VzqY4bmu1qjzRi9T0yr5tbXLcwf-aZ5UqLQnigDjaSdKFzrHaB5xZRxEdgze0P_ZrQdLfznXIqoWglaLZ9-E-rJR98_zxrnmdngPycL9wLHdFXDSjejanmFSzWRNrnxcO2l8K83lvNenZkZLdJcEXgWiUgLz9Zws2hxFNuF_Il4jMkSwNFS27CnVXLRjRXwetXiECL8mbCnD16tE7ZycQIZv6QlV88QwrONrSEvtqRh9KZnyQKPr54pw5GOrsDW-va4pKVCi2YUUwR1LVNxeads6sF-3UQUGLxj0uzswCfrzO9Csn76DcgYTrqsq9EFpolEh-HoQ87N7XvTU2cM5ONwVh8ZpRtOkcHXBXQLAHz_lUU0SrhgLPmN2yGq-pWjYjeYP905bckhVcmkkmQOZm-QNSA5jBpD-RW_AIHOuBgyh8lJbh5E1lBsWfCSR-1lOIg7maWVk_8vkQi3yCAzdRs3ITIdKqwok9xLTUFsyn7LX7Ec83lOw4azFV39wK7K491tLF_2DouhLrMhjp0oP1FrKRSF_3VVS7mw8tp-dfr2RHUzBV6CRRKpmu538%3D&rank=1&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.129874.3%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.0%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0%2C44700.133914.0%2C44704.134887.1&slots=&position=1&beaconIssued=&sort=RECOMMENDED&top_dp=146&top_cur=EUR&userIntent=&selectedRoomType=316544436&selectedRatePlan=387859632&expediaPropertyId=78007797']"
Swiss tel Amsterdam,"[nan, nan]"
Holiday Inn London Regent s Park,"[4.0, 'https://www.hotels.com/ho124179/holiday-inn-london-regent-s-park-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189911746&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=242705&sort=RECOMMENDED&top_dp=163&top_cur=EUR&userIntent=&selectedRoomType=451423&selectedRatePlan=382862132&expediaPropertyId=242705']"
Arbor Hyde Park,"[4.0, 'https://www.hotels.com/ho151418/signature-townhouse-hyde-park-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673189970699&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=460439&sort=RECOMMENDED&top_dp=154&top_cur=EUR&userIntent=&selectedRoomType=4047&selectedRatePlan=207575836&expediaPropertyId=460439']"
Best Western Mornington Hotel Hyde Park,"[4.0, 'https://www.hotels.com/ho168099/best-western-mornington-hotel-london-hyde-park-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190026080&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=20786&sort=RECOMMENDED&top_dp=136&top_cur=EUR&userIntent=&selectedRoomType=201838473&selectedRatePlan=209325561&expediaPropertyId=20786']"
Park Grand London Hyde Park,"[4.0, 'https://www.hotels.com/ho211994/park-grand-london-hyde-park-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190151613&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=916020&sort=RECOMMENDED&top_dp=136&top_cur=EUR&userIntent=&selectedRoomType=194404&selectedRatePlan=477839&expediaPropertyId=916020']"
BEST WESTERN Maitrise Hotel Maida Vale,"[4.0, 'https://www.hotels.com/ho325230/maitrise-hotel-maida-vale-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190217107&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6047356&selected=2881855&sort=RECOMMENDED&top_dp=78&top_cur=EUR&userIntent=&selectedRoomType=210602083&selectedRatePlan=388320532&expediaPropertyId=2881855']"
Avenida Palace,"[4.0, 'https://www.hotels.com/ho115877/el-avenida-palace-hotel-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190288509&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6046260&selected=13381&sort=RECOMMENDED&top_dp=143&top_cur=EUR&userIntent=&selectedRoomType=201508944&selectedRatePlan=207575627&expediaPropertyId=13381']"
Gainsborough Hotel,"[3.0, 'https://www.hotels.com/ho242908/gainsborough-house-hotel-kidderminster-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190362005&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=11979&destination=Kidderminster%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&selected=1223311&sort=RECOMMENDED&userIntent=&expediaPropertyId=1223311']"
Expo Hotel Barcelona,"[4.0, 'https://www.hotels.com/ho106325/expo-hotel-barcelona-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190429750&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=179758&selected=1487&sort=RECOMMENDED&top_dp=86&top_cur=EUR&userIntent=&selectedRoomType=201200700&selectedRatePlan=205680284&expediaPropertyId=1487']"
The Exhibitionist Hotel,"[5.0, 'https://www.hotels.com/ho119903/the-exhibitionist-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190501998&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=55000&sort=RECOMMENDED&top_dp=294&top_cur=EUR&userIntent=&selectedRoomType=200846116&selectedRatePlan=204282941&expediaPropertyId=55000']"
Apollo Hotel Amsterdam,"[4.0, 'https://www.hotels.com/ho163076/apollo-hotel-amsterdam-a-tribute-portfolio-hotel-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190571908&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6254000&selected=2722&sort=RECOMMENDED&top_dp=141&top_cur=EUR&userIntent=&selectedRoomType=213005976&selectedRatePlan=240306214&expediaPropertyId=2722']"
Mercure Hotel Amsterdam City South,"[nan, nan]"
Hilton London Tower Bridge,"[4.0, 'https://www.hotels.com/ho247121/hilton-london-tower-bridge-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190652363&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=1532724&sort=RECOMMENDED&top_dp=279&top_cur=EUR&userIntent=&selectedRoomType=202104685&selectedRatePlan=388616977&expediaPropertyId=1532724']"
Megaro Hotel,"[5.0, 'https://www.hotels.com/ho317515/megaro-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190725538&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=2023296&sort=RECOMMENDED&top_dp=284&top_cur=EUR&userIntent=&selectedRoomType=200629898&selectedRatePlan=264079864&expediaPropertyId=2023296']"
The May Fair Hotel,"[5.0, 'https://www.hotels.com/ho106180/the-may-fair-a-radisson-collection-hotel-mayfair-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190812431&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=7606&sort=RECOMMENDED&top_dp=318&top_cur=EUR&userIntent=&selectedRoomType=314243436&selectedRatePlan=382751284&expediaPropertyId=7606']"
The Waldorf Hilton,"[4.0, 'https://www.hotels.com/ho114519/the-waldorf-hilton-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190886141&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=2065&sort=RECOMMENDED&top_dp=316&top_cur=EUR&userIntent=&selectedRoomType=93789&selectedRatePlan=256092570&expediaPropertyId=2065']"
Ayre Hotel Gran V a,"[2.0, 'https://www.hotels.com/ho457350/hostal-aslyp-114-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673190940917&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=179730&destination=Les+Corts%2C+Barcelona%2C+Catalonia%2C+Spain&destType=MARKET&neighborhoodId=179730&sort=RECOMMENDED&top_dp=75&top_cur=EUR&userIntent=&selectedRoomType=200675671&selectedRatePlan=203314396&expediaPropertyId=8128069']"
NH Collection Amsterdam Barbizon Palace,"[5.0, 'https://www.hotels.com/ho113690/nh-collection-amsterdam-barbizon-palace-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191011802&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=11293&sort=RECOMMENDED&top_dp=217&top_cur=EUR&userIntent=&selectedRoomType=210031340&selectedRatePlan=220226665&expediaPropertyId=11293']"
art otel Amsterdam,"[nan, 'https://www.hotels.com/ho2303066304/amsterdam-boutique-hotel-dixcove-ghana/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191076268&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=8281&destination=Kemer%2C+Antalya+Region%2C+T%C3%BCrkiye&destType=CURRENT_LOCATION&selected=71939572&sort=RECOMMENDED&top_dp=27&top_cur=EUR&userIntent=&selectedRoomType=315698878&selectedRatePlan=384348889&expediaPropertyId=71939572']"
Petit Palace Boqueria Garden,"[4.0, 'https://www.hotels.com/ho242689/petit-palace-boqueria-garden-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191127343&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6220952&selected=1497814&sort=RECOMMENDED&top_dp=104&top_cur=EUR&userIntent=&selectedRoomType=152631&selectedRatePlan=381371395&expediaPropertyId=1497814']"
Amba Hotel Charing Cross,"[4.0, 'https://www.hotels.com/ho225288/the-clermont-london-charing-cross-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191203897&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=5169&sort=RECOMMENDED&top_dp=263&top_cur=EUR&userIntent=&selectedRoomType=314123370&selectedRatePlan=382424125&expediaPropertyId=5169']"
Arbor City,"[4.0, 'https://www.hotels.com/ho203661/arbor-city-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191274133&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179542&selected=201127&sort=RECOMMENDED&userIntent=&expediaPropertyId=201127']"
NH City Centre Amsterdam,"[nan, 'https://www.hotels.com/ho134757/nh-city-centre-amsterdam-amsterdam-netherlands/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191342630&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=378&destination=Amsterdam%2C+North+Holland%2C+Netherlands&destType=CURRENT_LOCATION&neighborhoodId=6200211&selected=26865&sort=RECOMMENDED&top_dp=177&top_cur=EUR&userIntent=&selectedRoomType=200802702&selectedRatePlan=204901012&expediaPropertyId=26865']"
Twenty Nevern Square Hotel,"[4.0, 'https://www.hotels.com/ho187320/twenty-nevern-square-hotel-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191401245&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=888586&sort=RECOMMENDED&top_dp=103&top_cur=EUR&userIntent=&selectedRoomType=200091029&selectedRatePlan=202078216&expediaPropertyId=888586']"
Rafayel Hotel Spa,"[5.0, 'https://www.hotels.com/ho474913/rafayel-on-the-left-bank-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191474831&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=179501&selected=3145262&sort=RECOMMENDED&top_dp=184&top_cur=EUR&userIntent=&selectedRoomType=200785422&selectedRatePlan=203883332&expediaPropertyId=3145262']"
Olivia Plaza Hotel,"[4.0, 'https://www.hotels.com/ho237454/olivia-plaza-hotel-barcelona-spain/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191545795&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=513&destination=Barcelona%2C+Barcelona%2C+Catalonia%2C+Spain&destType=CURRENT_LOCATION&neighborhoodId=6220952&selected=1366371&sort=RECOMMENDED&top_dp=152&top_cur=EUR&userIntent=&selectedRoomType=355132&selectedRatePlan=1124504&expediaPropertyId=1366371']"
Mercure Paris Centre Tour Eiffel,"[4.0, 'https://www.hotels.com/ho183323/mercure-paris-centre-tour-eiffel-paris-france/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191599825&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2734&destination=Paris%2C+France&destType=CURRENT_LOCATION&neighborhoodId=6187893&selected=564660&sort=RECOMMENDED&top_dp=212&top_cur=EUR&userIntent=&selectedRoomType=226392&selectedRatePlan=552307&expediaPropertyId=564660']"
Ambassadors Bloomsbury,"[4.0, 'https://www.hotels.com/ho206451/ambassadors-bloomsbury-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191652362&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=84046&sort=RECOMMENDED&top_dp=158&top_cur=EUR&userIntent=&selectedRoomType=200479484&selectedRatePlan=202662117&expediaPropertyId=84046']"
Radisson Blu Edwardian Mercer Street,"[4.0, 'https://www.hotels.com/ho122651/radisson-blu-edwardian-mercer-street-hotel-london-london-united-kingdom/?chkin=2023-01-22&chkout=2023-01-23&x_pwa=1&rfrr=HSR&pwa_ts=1673191707871&referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&useRewards=false&rm1=a2&regionId=2114&destination=London%2C+England%2C+United+Kingdom&destType=CURRENT_LOCATION&neighborhoodId=6195474&selected=7989&sort=RECOMMENDED&top_dp=268&top_cur=EUR&userIntent=&selectedRoomType=314243416&selectedRatePlan=382750744&expediaPropertyId=7989']"
